name,age,income,city,has_car
Frank,25,1746.0,Madrid,yes
Charlie,64,3789.0,Barcelona,yes
Eve,47,-,-,yes
Alice,34,-,Barcelona,no
Diana,37,2140.0,Madrid,yes
Eve,34,2601.0,Seville,unknown
Eve,60,1971.0,Valencia,yes
Frank,50,2615.0,Madrid,yes
Hank,63,1081.0,Madrid,no
Eve,unknown,3048.0,Madrid,yes
Ivy,43,2759.0,Valencia,yes
Frank,26,2454.0,Barcelona,yes
Charlie,68,2188.0,Bilbao,no
Charlie,45,1784.0,Bilbao,yes
Diana,47,3082.0,Madrid,no
Frank,unknown,1563.0,Barcelona,no
Charlie,33,2910.0,Madrid,no
Jack,67,4160.0,Barcelona,no
Eve,44,3688.0,Barcelona,no
Ivy,53,1296.0,Bilbao,no
Grace,21,2071.0,Barcelona,no
Diana,33,2837.0,Valencia,no
Charlie,60,2444.0,Seville,no
Hank,24,1380.0,Bilbao,yes
Diana,25,2808.0,Barcelona,no
Charlie,60,2492.0,Barcelona,yes
Jack,35,4031.0,-,no
Eve,33,2297.0,Barcelona,yes
Alice,48,3434.0,Seville,yes
Eve,29,1486.0,Seville,yes
Eve,22,1678.0,Valencia,yes
Ivy,20,3077.0,Barcelona,yes
Hank,23,3367.0,Madrid,yes
Bob,27,1734.0,Valencia,no
Bob,54,2519.0,Valencia,yes
Grace,34,1395.0,Bilbao,unknown
Alice,23,0,Seville,no
Diana,20,3170.0,Zaragoza,yes
Bob,43,2152.0,-,yes
Alice,62,2301.0,Bilbao,yes
Jack,36,1596.0,Madrid,yes
Alice,23,1981.0,Valencia,no
Alice,31,3906.0,Seville,no
Jack,44,2558.0,Seville,no
Bob,29,1698.0,Barcelona,yes
Ivy,68,2248.0,Seville,no
Alice,58,1222.0,Barcelona,yes
Bob,37,1689.0,Barcelona,no
Bob,67,3588.0,Bilbao,unknown
Hank,36,2386.0,Valencia,yes
Grace,27,4013.0,Valencia,no
Eve,66,2424.0,Seville,no
Charlie,67,2471.0,Seville,no
Alice,35,3013.0,Barcelona,yes
Frank,49,362.0,Seville,no
Charlie,28,2664.0,Barcelona,yes
Frank,52,2461.0,Seville,yes
Grace,54,3689.0,Madrid,no
Ivy,55,3272.0,-,yes
Eve,48,1593.0,Bilbao,yes
Alice,55,3494.0,Valencia,unknown
Charlie,47,2290.0,Barcelona,yes
Ivy,60,1776.0,Valencia,no
Frank,28,2658.0,Bilbao,no
Grace,44,2338.0,Seville,yes
Eve,40,-,Seville,no
Bob,46,2772.0,Bilbao,no
Ivy,27,2665.0,Valencia,no
Hank,36,3221.0,Seville,no
Jack,67,3374.0,Valencia,unknown
Ivy,25,3127.0,Seville,unknown
Charlie,51,3636.0,Valencia,yes
Charlie,53,2987.0,Bilbao,yes
Charlie,43,2634.0,Madrid,no
Jack,21,3491.0,Barcelona,unknown
Frank,21,2427.0,Barcelona,no
Eve,33,2527.0,Zaragoza,yes
Jack,25,3877.0,Valencia,no
Grace,24,0,Valencia,yes
Jack,28,2493.0,Valencia,yes
Jack,29,2137.0,Valencia,no
Alice,61,3671.0,Bilbao,yes
Diana,51,3140.0,-,no
Hank,21,-500,Bilbao,yes
Ivy,51,2243.0,Bilbao,no
Bob,26,2765.0,Barcelona,unknown
Diana,41,0,Barcelona,yes
Frank,21,1969.0,Seville,no
Hank,24,2603.0,Seville,no
Bob,26,2712.0,Barcelona,yes
Grace,41,2200.0,Bilbao,no
Charlie,43,3223.0,Barcelona,no
Charlie,37,3531.0,Barcelona,yes
Frank,51,3276.0,Barcelona,no
Eve,56,2279.0,Bilbao,yes
Grace,56,3105.0,Bilbao,yes
Diana,48,2562.0,Valencia,yes
Ivy,47,1511.0,Bilbao,no
Alice,44,3038.0,Bilbao,unknown
Ivy,31,-,Valencia,yes
Alice,44,4575.0,Bilbao,yes
Hank,20,3666.0,Barcelona,yes
Diana,68,3069.0,Valencia,no
Diana,38,2699.0,Madrid,yes
Alice,57,2631.0,Valencia,yes
Hank,67,1697.0,Valencia,yes
Bob,44,1109.0,Madrid,no
Grace,63,1802.0,Valencia,no
Hank,43,2462.0,Seville,no
Ivy,26,816.0,Seville,yes
Hank,21,2065.0,Madrid,no
Diana,26,2302.0,Madrid,no
Hank,67,2328.0,Barcelona,no
Ivy,43,1971.0,Bilbao,yes
Diana,35,2227.0,Bilbao,yes
Bob,42,3879.0,Barcelona,no
Ivy,32,-,Seville,yes
Bob,63,2052.0,Seville,no
Frank,69,2445.0,-,yes
Charlie,24,2477.0,Madrid,yes
Bob,55,-,Seville,no
Hank,36,1885.0,Seville,yes
Bob,22,3308.0,Barcelona,yes
Grace,66,2164.0,Madrid,no
Grace,unknown,1624.0,Madrid,yes
Alice,30,2465.0,Valencia,unknown
Bob,21,2594.0,Seville,yes
Hank,43,922.0,Seville,no
Frank,49,2467.0,Barcelona,no
Bob,36,3194.0,Bilbao,yes
Jack,23,2861.0,Valencia,no
Charlie,25,4284.0,-,no
Alice,66,3501.0,Madrid,no
Jack,60,3659.0,Bilbao,yes
Alice,66,4740.0,Zaragoza,unknown
Frank,unknown,3107.0,Bilbao,no
Jack,47,2630.0,Bilbao,unknown
Frank,unknown,3279.0,Valencia,no
Frank,50,-,Seville,no
Diana,41,2586.0,Seville,no
Bob,34,1982.0,Valencia,no
Frank,unknown,-,-,no
Ivy,23,1978.0,Barcelona,no
Alice,29,1950.0,Valencia,yes
Ivy,56,2831.0,Zaragoza,no
Eve,63,2390.0,Barcelona,yes
Frank,25,958.0,Madrid,unknown
Bob,24,-,Barcelona,no
Grace,24,1582.0,Bilbao,no
Bob,59,1794.0,Bilbao,yes
Charlie,35,2832.0,Madrid,no
Hank,36,2675.0,Seville,yes
Alice,unknown,3352.0,Seville,no
Eve,68,3102.0,Seville,no
Frank,41,3358.0,Seville,no
Bob,59,2987.0,-,yes
Charlie,55,2668.0,Barcelona,no
Diana,27,3379.0,Barcelona,no
Grace,60,3236.0,Seville,no
Jack,47,2801.0,Valencia,no
Ivy,50,3517.0,Valencia,no
Bob,30,623.0,Madrid,yes
Alice,62,2268.0,Madrid,yes
Alice,66,2255.0,Zaragoza,unknown
Frank,40,3422.0,Madrid,unknown
Bob,24,3757.0,Seville,yes
Charlie,62,1340.0,Bilbao,no
Ivy,64,3629.0,Madrid,yes
Ivy,45,1563.0,Barcelona,yes
Ivy,48,1587.0,Valencia,unknown
Charlie,31,2313.0,Valencia,unknown
Grace,23,2245.0,Barcelona,unknown
Grace,67,1253.0,Seville,yes
Bob,44,3020.0,Barcelona,no
Frank,33,3044.0,Madrid,no
Frank,unknown,3343.0,Madrid,no
Diana,21,2153.0,Barcelona,yes
Hank,23,2468.0,Valencia,no
Grace,32,2476.0,Zaragoza,yes
Frank,42,3850.0,Madrid,no
Hank,38,233.0,Valencia,no
Hank,29,1734.0,Seville,yes
Frank,37,2504.0,Seville,yes
Charlie,36,1632.0,Seville,no
Hank,46,2293.0,Madrid,no
Hank,48,-,Seville,yes
Jack,64,1974.0,Barcelona,yes
Bob,60,2552.0,Bilbao,no
Eve,34,3003.0,Barcelona,yes
Jack,65,2311.0,Seville,no
Frank,46,-500,Seville,no
Jack,29,2367.0,Seville,yes
Alice,37,2494.0,Madrid,no
Alice,57,1108.0,Seville,no
Hank,61,2869.0,Bilbao,no
Diana,38,2139.0,Valencia,no
Frank,27,-,Barcelona,yes
Eve,29,2973.0,Madrid,yes
Eve,25,3436.0,Barcelona,no
Jack,54,1691.0,Bilbao,no
Alice,45,0,Valencia,yes
Hank,42,-,Seville,yes
Ivy,53,1936.0,Bilbao,no
Grace,61,3502.0,Seville,yes
Diana,59,-,Seville,unknown
Bob,26,1581.0,Seville,no
Grace,49,2133.0,Valencia,yes
Eve,64,2439.0,Barcelona,no
Bob,58,2968.0,Bilbao,yes
Diana,36,1092.0,-,unknown
Jack,39,1218.0,Valencia,unknown
Charlie,64,-,Zaragoza,no
Bob,21,-,-,no
Grace,46,2143.0,Valencia,unknown
Bob,25,2630.0,Bilbao,no
Jack,64,2833.0,Seville,no
Ivy,21,2387.0,Barcelona,yes
Jack,21,2207.0,Madrid,unknown
Jack,36,3176.0,Valencia,no
Charlie,unknown,2728.0,Bilbao,yes
Charlie,44,1982.0,Barcelona,unknown
Diana,34,2530.0,Bilbao,no
Eve,37,2807.0,Seville,unknown
Ivy,48,3875.0,Seville,yes
Hank,48,3129.0,Barcelona,no
Grace,66,3472.0,Valencia,no
Ivy,unknown,2012.0,Barcelona,yes
Grace,48,2081.0,Barcelona,no
Diana,53,2312.0,Madrid,no
Eve,unknown,2385.0,Madrid,yes
Frank,53,1694.0,Barcelona,no
Alice,63,-,Seville,yes
Hank,35,-,Valencia,no
Grace,28,2255.0,Barcelona,no
Hank,37,3013.0,Bilbao,no
Frank,33,2678.0,Valencia,no
Hank,49,3076.0,Zaragoza,yes
Jack,63,1425.0,Seville,yes
Frank,49,2383.0,Madrid,no
Eve,26,2454.0,Zaragoza,yes
Bob,35,2999.0,Bilbao,yes
Hank,54,1997.0,Seville,yes
Jack,36,500.0,Valencia,no
Grace,49,1635.0,Valencia,no
Ivy,54,2451.0,Valencia,yes
Ivy,unknown,2551.0,Bilbao,yes
Hank,52,3847.0,Valencia,yes
Frank,39,2966.0,Madrid,yes
Alice,26,2565.0,Madrid,yes
Alice,38,2474.0,Madrid,no
Charlie,42,3383.0,Barcelona,no
Eve,20,2028.0,Valencia,yes
Hank,64,0,Bilbao,no
Eve,46,-,Barcelona,no
Alice,21,3635.0,Barcelona,yes
Charlie,63,2814.0,Barcelona,yes
Jack,62,1934.0,Seville,no
Jack,20,2408.0,Seville,yes
Diana,28,2908.0,Valencia,no
Ivy,38,2299.0,-,no
Hank,45,2072.0,-,no
Jack,56,1977.0,Bilbao,yes
Ivy,41,2771.0,Bilbao,yes
Grace,50,2214.0,Valencia,no
Diana,20,2137.0,Seville,no
Grace,52,1431.0,Barcelona,yes
Diana,65,2562.0,Bilbao,no
Diana,46,2355.0,Madrid,yes
Grace,42,2243.0,Barcelona,no
Frank,34,2659.0,Madrid,unknown
Frank,67,3098.0,Seville,no
Diana,21,3061.0,Seville,no
Eve,34,2942.0,Madrid,unknown
Alice,26,2307.0,Valencia,no
Grace,63,2046.0,Valencia,yes
Frank,44,1665.0,Bilbao,no
Jack,66,2025.0,Madrid,yes
Frank,53,2516.0,Madrid,yes
Eve,47,-,Seville,no
Alice,45,2577.0,Seville,yes
Bob,30,1728.0,Bilbao,yes
Diana,48,1171.0,Seville,no
Diana,54,3156.0,Zaragoza,yes
Diana,68,2120.0,Barcelona,no
Diana,47,1830.0,Valencia,yes
Hank,66,1625.0,-,no
Bob,67,2838.0,Madrid,no
Diana,46,3600.0,Bilbao,yes
Bob,41,2178.0,Madrid,no
Diana,27,2328.0,Valencia,yes
Grace,33,-500,Madrid,yes
Alice,63,1052.0,Seville,yes
Diana,unknown,4073.0,Bilbao,yes
Alice,39,4455.0,Madrid,yes
Jack,54,335.0,Madrid,no
Hank,32,2422.0,Barcelona,no
Charlie,68,-,Barcelona,unknown
Bob,52,2288.0,Valencia,unknown
Alice,21,2165.0,-,yes
Eve,32,3149.0,Madrid,yes
Hank,57,2410.0,Valencia,yes
Frank,63,-,Valencia,no
Ivy,66,2362.0,Barcelona,no
Diana,62,-,Barcelona,yes
Charlie,23,1553.0,Seville,yes
Eve,56,1183.0,Seville,yes
Charlie,25,4094.0,Bilbao,no
Jack,23,0,Valencia,no
Bob,unknown,2390.0,Seville,no
Eve,43,2182.0,Bilbao,no
Frank,52,2938.0,Bilbao,yes
Alice,62,3918.0,Zaragoza,yes
Eve,23,2964.0,Barcelona,no
Eve,46,1285.0,-,no
Charlie,61,1393.0,Bilbao,yes
Bob,42,2181.0,Bilbao,yes
Alice,46,2285.0,Seville,yes
Alice,44,1122.0,-,yes
Eve,65,3155.0,Valencia,yes
Alice,22,1631.0,Bilbao,yes
Jack,63,3695.0,Seville,no
Charlie,60,3957.0,Bilbao,no
Grace,60,2301.0,Bilbao,no
Grace,40,2851.0,Barcelona,no
Eve,unknown,1514.0,Barcelona,unknown
Ivy,38,2999.0,Valencia,unknown
Bob,32,-,Bilbao,yes
Charlie,63,1630.0,Seville,yes
Charlie,45,2269.0,Bilbao,yes
Bob,56,2127.0,Bilbao,no
Charlie,25,2240.0,Seville,yes
Diana,59,3260.0,Madrid,yes
Hank,52,1872.0,Seville,no
Diana,69,3888.0,Bilbao,no
Ivy,26,1440.0,Seville,no
Hank,unknown,3792.0,Bilbao,no
Jack,45,1687.0,-,no
Bob,unknown,2499.0,Barcelona,no
Jack,22,2108.0,Bilbao,yes
Grace,43,2225.0,Valencia,no
Jack,34,3141.0,Valencia,no
Diana,50,3700.0,Barcelona,yes
Jack,31,3452.0,Barcelona,unknown
Frank,41,2176.0,Barcelona,unknown
Alice,51,2647.0,Seville,no
Eve,23,1874.0,Madrid,unknown
Bob,59,1707.0,Valencia,yes
Jack,55,1583.0,Valencia,yes
Diana,22,2150.0,Valencia,yes
Charlie,23,2700.0,Bilbao,no
Frank,62,971.0,Valencia,no
Eve,34,2463.0,Madrid,unknown
Alice,63,-,-,no
Ivy,44,3398.0,Bilbao,no
Ivy,37,2032.0,Seville,yes
Hank,33,1383.0,Bilbao,yes
Grace,52,2868.0,Madrid,no
Eve,25,646.0,Bilbao,no
Frank,40,3388.0,Barcelona,yes
Frank,37,2329.0,Valencia,unknown
Bob,27,3965.0,Madrid,no
Alice,37,1118.0,Bilbao,yes
Charlie,unknown,3235.0,Barcelona,no
Eve,53,2420.0,Barcelona,no
Bob,24,2235.0,Madrid,no
Bob,63,1404.0,Bilbao,yes
Ivy,63,2977.0,Barcelona,yes
Diana,54,-,Valencia,yes
Frank,66,3928.0,Barcelona,no
Frank,41,3306.0,Bilbao,no
Hank,61,2025.0,Barcelona,unknown
Hank,56,1697.0,Zaragoza,no
Charlie,48,1405.0,Barcelona,yes
Ivy,28,3679.0,Madrid,unknown
Diana,47,1877.0,Barcelona,yes
Ivy,65,3684.0,Madrid,yes
Eve,69,2920.0,Valencia,no
Bob,unknown,2764.0,Barcelona,unknown
Hank,32,2255.0,Bilbao,unknown
Alice,57,-,Valencia,no
Hank,23,2488.0,Barcelona,yes
Alice,27,2205.0,Valencia,yes
Charlie,48,3057.0,Barcelona,yes
Grace,69,2385.0,Madrid,no
Jack,36,1861.0,Barcelona,no
Eve,unknown,-,Madrid,yes
Bob,36,2449.0,Barcelona,no
Charlie,42,2891.0,Zaragoza,no
Ivy,20,2137.0,Seville,no
Hank,49,1533.0,Zaragoza,yes
Bob,49,3888.0,Barcelona,yes
Diana,35,3737.0,Bilbao,no
Charlie,unknown,3207.0,Valencia,no
Bob,58,2190.0,Madrid,yes
Ivy,29,2260.0,Bilbao,yes
Grace,22,3606.0,Madrid,unknown
Bob,22,2217.0,Valencia,no
Grace,64,1994.0,Bilbao,yes
Eve,38,3998.0,Seville,no
Alice,25,2462.0,Valencia,no
Eve,63,3915.0,Barcelona,yes
Bob,27,1381.0,Madrid,yes
Charlie,unknown,2915.0,-,unknown
Ivy,21,4157.0,Madrid,no
Hank,53,-,Barcelona,yes
Bob,54,2289.0,Barcelona,no
Ivy,57,1566.0,Zaragoza,no
Frank,33,3366.0,Bilbao,no
Ivy,36,1884.0,Valencia,yes
Hank,66,2424.0,-,yes
Diana,61,1512.0,Madrid,yes
Frank,21,3746.0,Bilbao,unknown
Frank,54,3424.0,Madrid,no
Hank,60,0,Valencia,no
Charlie,47,1577.0,Madrid,yes
Diana,51,3729.0,-,no
Charlie,20,2207.0,Zaragoza,no
Charlie,21,1616.0,Seville,no
Bob,21,1090.0,Barcelona,yes
Alice,unknown,1983.0,Barcelona,no
Jack,69,1336.0,Valencia,yes
Alice,51,2002.0,Barcelona,yes
Ivy,59,3096.0,Madrid,no
Alice,34,2200.0,Seville,yes
Hank,66,2785.0,Seville,yes
Diana,29,1921.0,Zaragoza,unknown
Frank,65,2552.0,Valencia,yes
Charlie,21,4037.0,Barcelona,no
Eve,21,2221.0,Valencia,no
Eve,23,2808.0,Barcelona,no
Frank,59,1248.0,Seville,yes
Diana,32,3716.0,Bilbao,no
Frank,42,-500,Madrid,no
Ivy,43,3340.0,Barcelona,yes
Eve,59,2401.0,Bilbao,no
Diana,37,2989.0,Valencia,unknown
Bob,20,3037.0,Valencia,yes
Diana,39,2138.0,Bilbao,yes
Bob,34,3374.0,Seville,no
Bob,56,1893.0,Madrid,no
Jack,57,3122.0,Bilbao,no
Alice,24,2188.0,Zaragoza,yes
Eve,unknown,2780.0,Madrid,yes
Ivy,23,2130.0,Madrid,no
Jack,50,2540.0,Seville,unknown
Bob,39,1640.0,Seville,yes
Bob,35,2698.0,Valencia,no
Diana,44,2535.0,Valencia,yes
Frank,35,2068.0,Seville,yes
Jack,59,2456.0,Valencia,no
Charlie,68,2607.0,Madrid,yes
Bob,60,2007.0,Madrid,no
Charlie,41,2397.0,Valencia,yes
Ivy,45,1696.0,Zaragoza,no
Alice,42,4377.0,Seville,yes
Diana,59,-,Barcelona,no
Bob,47,-,Zaragoza,unknown
Bob,43,3438.0,Valencia,yes
Jack,40,917.0,Valencia,yes
Alice,38,454.0,Madrid,unknown
Diana,47,2181.0,Bilbao,yes
Jack,54,1397.0,Seville,no
Grace,41,2311.0,Bilbao,no
Alice,60,2665.0,Barcelona,no
Eve,61,3236.0,Valencia,yes
Jack,41,1589.0,Madrid,yes
Eve,65,2820.0,-,yes
Frank,28,2512.0,Madrid,yes
Frank,66,2778.0,Seville,yes
Grace,34,2084.0,Seville,unknown
Bob,48,3607.0,Madrid,yes
Ivy,34,2417.0,Valencia,yes
Jack,42,3919.0,Madrid,yes
Bob,37,1868.0,Seville,yes
Ivy,55,3094.0,-,no
Ivy,24,2452.0,Valencia,yes
Hank,61,2238.0,-,no
Diana,65,3006.0,Madrid,no
Eve,48,2261.0,Valencia,yes
Ivy,47,370.0,Zaragoza,no
Bob,54,50.0,Bilbao,yes
Ivy,29,3518.0,Barcelona,yes
Jack,57,-,Seville,unknown
Grace,30,4010.0,Bilbao,no
Diana,53,2486.0,Bilbao,yes
Frank,35,1466.0,Seville,no
Alice,57,-,Madrid,yes
Jack,59,-,Madrid,no
Diana,30,1694.0,Seville,no
Alice,50,3819.0,Valencia,yes
Hank,44,4292.0,Barcelona,unknown
Grace,34,2883.0,Barcelona,no
Grace,49,2491.0,Valencia,yes
Alice,69,1464.0,Valencia,no
Hank,20,3737.0,Valencia,no
Grace,67,2561.0,Valencia,yes
Hank,62,2269.0,Madrid,no
Ivy,46,2885.0,Bilbao,no
Charlie,50,2031.0,Seville,unknown
Charlie,38,2618.0,Madrid,yes
Jack,26,1346.0,Valencia,no
Frank,48,3370.0,Valencia,no
Eve,60,2416.0,Seville,unknown
Charlie,31,3427.0,Seville,yes
Grace,55,2339.0,Seville,no
Hank,57,2391.0,Seville,no
Alice,57,1530.0,Madrid,yes
Frank,37,3108.0,Barcelona,yes
Jack,39,1799.0,Madrid,no
Charlie,40,2111.0,Valencia,no
Charlie,62,2501.0,Valencia,no
Ivy,unknown,2597.0,Bilbao,yes
Alice,40,1135.0,Madrid,no
Diana,68,2315.0,Seville,yes
Eve,48,3136.0,Barcelona,no
Hank,39,2197.0,Valencia,yes
Bob,20,2320.0,Seville,yes
Eve,50,2630.0,Madrid,unknown
Bob,52,2399.0,Barcelona,no
Hank,68,1676.0,Valencia,yes
Grace,55,2471.0,Seville,yes
Eve,21,3295.0,Barcelona,no
Diana,48,1659.0,Zaragoza,unknown
Bob,57,2200.0,-,yes
Jack,44,1395.0,Bilbao,unknown
Grace,41,3253.0,Barcelona,yes
Diana,60,2426.0,Seville,no
Eve,50,1820.0,Madrid,yes
Hank,54,2574.0,Bilbao,yes
Hank,43,1537.0,Valencia,unknown
Eve,33,1673.0,Madrid,yes
Diana,45,1332.0,Barcelona,unknown
Grace,67,1647.0,Bilbao,yes
Grace,50,3586.0,Bilbao,yes
Frank,55,1914.0,Valencia,unknown
Alice,26,-,Valencia,no
Eve,69,1831.0,Bilbao,yes
Grace,32,-,Bilbao,no
Jack,68,1679.0,Bilbao,yes
Frank,42,2531.0,Valencia,no
Diana,65,-,Seville,yes
Frank,64,4362.0,Bilbao,no
Bob,57,3004.0,Madrid,yes
Alice,65,2026.0,Valencia,no
Grace,50,3048.0,Madrid,unknown
Jack,62,4211.0,Valencia,no
Ivy,unknown,1196.0,Bilbao,yes
Frank,23,1826.0,Barcelona,yes
Alice,47,-500,Seville,yes
Jack,60,2166.0,Madrid,no
Eve,58,2234.0,Bilbao,yes
Charlie,46,1457.0,Bilbao,no
Ivy,46,3623.0,Valencia,yes
Hank,50,1362.0,Seville,unknown
Hank,63,2340.0,Madrid,no
Charlie,unknown,3337.0,Bilbao,no
Jack,25,2476.0,Seville,unknown
Eve,49,1716.0,Madrid,unknown
Frank,39,1421.0,-,no
Hank,59,2316.0,Madrid,no
Grace,45,1894.0,Seville,no
Bob,69,-,Madrid,yes
Diana,41,1379.0,Seville,yes
Diana,53,3150.0,Madrid,no
Jack,25,2592.0,Madrid,no
Hank,66,2652.0,Valencia,yes
Diana,27,3653.0,-,yes
Hank,38,2150.0,Barcelona,no
Hank,61,1919.0,Seville,yes
Diana,68,2062.0,Valencia,no
Eve,44,-,Bilbao,no
Ivy,44,2427.0,Barcelona,yes
Frank,unknown,1835.0,Seville,yes
Bob,unknown,-,-,yes
Hank,20,2051.0,Barcelona,yes
Frank,21,-,Valencia,no
Frank,43,2609.0,Bilbao,no
Hank,20,3460.0,Barcelona,no
Jack,28,4064.0,Valencia,yes
Diana,51,-,Barcelona,no
Eve,55,3606.0,Bilbao,yes
Bob,34,3113.0,Zaragoza,no
Grace,59,3868.0,Seville,yes
Eve,50,3981.0,Seville,no
Diana,31,3261.0,Valencia,no
Grace,55,3065.0,Madrid,yes
Eve,49,2336.0,Madrid,unknown
Eve,60,2467.0,Madrid,yes
Eve,27,0,Madrid,yes
Charlie,31,2997.0,Seville,no
Bob,35,1924.0,Madrid,no
Ivy,unknown,2347.0,Madrid,yes
Alice,64,616.0,Valencia,yes
Diana,unknown,3878.0,Barcelona,yes
Grace,47,2324.0,Madrid,no
Bob,47,2864.0,Madrid,no
Grace,64,3666.0,Barcelona,yes
Hank,42,2740.0,Valencia,yes
Grace,31,3655.0,Bilbao,unknown
Diana,26,1507.0,Bilbao,no
Alice,36,4418.0,Bilbao,yes
Ivy,52,3370.0,Seville,no
Diana,43,2667.0,Zaragoza,yes
Ivy,41,3640.0,Valencia,yes
Bob,44,1565.0,Seville,no
Bob,68,2269.0,Valencia,no
Hank,69,3655.0,Barcelona,yes
Jack,unknown,1006.0,Barcelona,no
Ivy,25,2948.0,Madrid,no
Hank,32,2926.0,Bilbao,no
Charlie,62,4075.0,Madrid,no
Jack,42,1234.0,Seville,no
Grace,63,3788.0,Bilbao,unknown
Bob,52,2052.0,Valencia,yes
Bob,47,2142.0,Madrid,no
Ivy,34,1522.0,Valencia,yes
Charlie,37,1630.0,Barcelona,no
Hank,27,2823.0,-,yes
Bob,45,1610.0,Seville,yes
Charlie,34,-,Bilbao,no
Charlie,34,1970.0,Valencia,yes
Charlie,unknown,1530.0,Seville,yes
Grace,unknown,2078.0,Bilbao,yes
Jack,66,2769.0,Madrid,no
Jack,44,2278.0,Barcelona,yes
Hank,46,2527.0,Madrid,yes
Charlie,66,3057.0,Valencia,no
Jack,unknown,3366.0,Bilbao,unknown
Frank,51,2252.0,Seville,no
Frank,41,-,Valencia,yes
Hank,45,2561.0,Zaragoza,no
Hank,46,2877.0,Madrid,no
Jack,55,1331.0,Madrid,no
Frank,50,1788.0,Zaragoza,no
Grace,45,1925.0,Zaragoza,yes
Hank,23,2334.0,Seville,no
Charlie,65,-,Barcelona,no
Diana,64,3066.0,-,yes
Grace,29,1216.0,Bilbao,yes
Alice,34,1236.0,Seville,yes
Diana,68,2233.0,Barcelona,no
Hank,36,2359.0,Valencia,yes
Jack,60,1336.0,Bilbao,no
Frank,59,2015.0,Bilbao,no
Diana,63,2179.0,Seville,yes
Eve,20,2185.0,Valencia,yes
Grace,44,2622.0,Seville,yes
Frank,48,-,Valencia,yes
Alice,61,3682.0,Valencia,no
Frank,31,2891.0,Madrid,no
Eve,35,1854.0,Madrid,no
Hank,28,2576.0,Bilbao,unknown
Ivy,58,2599.0,Madrid,yes
Jack,69,3472.0,Madrid,no
Grace,27,2020.0,Zaragoza,no
Diana,31,3114.0,Seville,no
Eve,35,2533.0,Madrid,yes
Bob,unknown,3693.0,Barcelona,yes
Jack,42,3533.0,Bilbao,no
Ivy,34,2658.0,Valencia,no
Ivy,36,2290.0,Valencia,yes
Diana,49,2905.0,Valencia,yes
Diana,39,2356.0,Barcelona,no
Ivy,27,3844.0,Bilbao,no
Frank,61,2563.0,Madrid,no
Hank,41,2175.0,Valencia,yes
Eve,32,-,Madrid,yes
Eve,56,1530.0,Madrid,no
Grace,57,-500,Madrid,no
Ivy,27,1844.0,Bilbao,yes
Diana,23,3379.0,Madrid,no
Ivy,22,1466.0,Barcelona,yes
Charlie,58,2602.0,Madrid,no
Eve,51,3420.0,Bilbao,yes
Jack,59,778.0,Valencia,no
Jack,51,4115.0,Zaragoza,unknown
Jack,40,2160.0,Seville,yes
Diana,49,2613.0,Valencia,yes
Ivy,56,2957.0,Seville,yes
Jack,39,3081.0,Madrid,yes
Jack,65,2719.0,-,unknown
Alice,64,3298.0,-,unknown
Hank,60,2915.0,Barcelona,yes
Jack,69,3909.0,Seville,unknown
Hank,39,2918.0,Barcelona,yes
Charlie,25,4072.0,Seville,no
Hank,unknown,3221.0,Bilbao,no
Bob,unknown,1055.0,Zaragoza,yes
Eve,58,-,Barcelona,no
Grace,39,2041.0,Seville,no
Eve,34,3696.0,Seville,yes
Grace,42,2521.0,Barcelona,unknown
Charlie,60,3349.0,Seville,yes
Grace,23,1949.0,Seville,yes
Grace,36,3001.0,Bilbao,unknown
Grace,31,2297.0,-,yes
Charlie,60,-,Madrid,yes
Diana,43,2851.0,Barcelona,yes
Charlie,24,3249.0,Madrid,yes
Eve,33,769.0,Madrid,yes
Frank,22,2432.0,Valencia,yes
Diana,43,2828.0,Bilbao,no
Eve,69,2679.0,Valencia,no
Charlie,48,-,Seville,no
Charlie,63,2207.0,Valencia,unknown
Grace,57,2539.0,Barcelona,yes
Ivy,64,-,Bilbao,unknown
Charlie,35,677.0,Seville,no
Ivy,67,-,Barcelona,unknown
Frank,31,2233.0,Zaragoza,no
Bob,41,-,Valencia,yes
Diana,54,2769.0,Barcelona,yes
Alice,34,3482.0,Valencia,unknown
Alice,33,3331.0,Seville,no
Diana,26,2392.0,Valencia,no
Eve,20,3201.0,Bilbao,no
Hank,45,3194.0,Valencia,yes
Bob,69,2430.0,Valencia,yes
Ivy,31,1946.0,Bilbao,unknown
Charlie,42,1992.0,Valencia,yes
Bob,66,3170.0,Valencia,no
Grace,58,2466.0,Madrid,unknown
Hank,20,1663.0,Valencia,yes
Grace,45,1152.0,Valencia,yes
Bob,27,3165.0,Barcelona,no
Bob,32,2063.0,Seville,no
Diana,32,2764.0,Madrid,no
Eve,50,3492.0,Barcelona,yes
Jack,29,1453.0,Seville,yes
Charlie,32,2464.0,Barcelona,yes
Bob,31,2363.0,Seville,yes
Jack,37,2804.0,Seville,yes
Bob,52,3491.0,Barcelona,no
Alice,39,1436.0,Madrid,yes
Eve,36,2956.0,Valencia,no
Eve,45,3325.0,Madrid,unknown
Grace,50,2351.0,Valencia,no
Ivy,20,2390.0,Bilbao,no
Jack,64,-,Seville,yes
Charlie,65,2776.0,Valencia,no
Jack,50,2966.0,Zaragoza,yes
Grace,48,2949.0,Madrid,yes
Alice,54,1714.0,Bilbao,no
Jack,42,3292.0,Bilbao,yes
